agent_id,agency_name,municipality_id,municipality_fullName,membership,membership_current,quota,quota_current,price,trial,accountManager,secondaryAccountManager,entrustments,search_requests,agent_developer,properties,different_level4_areas_of_properties,has_alerts,searches_without_alert,searches_with_alert,specialty_5,specialty_10,specialty_30,value_12m,membership_12m,lvl2_areas_receive_entrustments
6361,ΜΕΣΙΤΙΚΟ  ΜΕΣΣΗΝΗΣ,2033,Neos Kosmos (Athens),Brand Quota,Brand,30,30,329.84,no,Nikos Kapiniaris,Thodoris Mistiloglou,1488,616,agent,11,9,0,0,0,0,0,0,296,296,3
6368,ΒΑΣΙΛΕΙΟΣ ΑΡΓΥΡΟΠΟΥΛΟΣ,3898,Komotini (Rodopi Prefecture),Brand Quota,Brand,300,300,389.92,no,Nikos Michail,Ioanna Katsou,32,202,agent,223,16,0,0,0,5,4,1,881,881,1
6380,DK ATHENS REAL ESTATE,2211,Zografou (Athens - South),Expert Quota,Expert,100,100,1395.97,no,Nikos Michail,Thodoris Mistiloglou,1974,4547,agent,84,24,1,0,21,4,1,0,1309,1229,4
6381,Κρητική Στέγη,3489,Heraclion Cretes (Heraklion Prefecture),Brand Plus Quota,Brand Plus,50,50,687.0,no,Vassiliki Stamouli,Ioanna Katsou,201,196,agent,24,9,0,0,0,2,1,0,486,426,2
6382,ΑΔΑΜ ΚΤΗΜΑΤΙΚΗ,2123,Cholargos (Athens - North),Expert Quota,Expert,500,500,2022.0,no,Sofi Tosouni,Seirina Gkikodima,885,5563,agent,404,29,1,0,8,8,5,1,2073,1606,7
6393,IoanninaHome,3521,Ioannina (Ioannina Prefecture),Expert Quota,Expert,450,450,1861.0,no,Stathis Koutmeridis,Marios Dounias,1052,430,agent,449,4,0,0,0,2,2,1,8379,1778,18
6395,ΒΑΛΚΑΝΟΣ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ,3400,Eretria (Evia),Expert Quota,Expert,30,30,275.0,no,Vassia Roga,Vassia Roga,304,41,agent,4,2,0,0,0,0,0,0,388,388,2
6396,ΑΡΚΕΤΙΠΟ IKE,7378,Historical Center (Center of Thessaloniki),Developer Quota,Brand,2,0,220.16,no,Eirini Tsigonia,Marios Dounias,0,0,developer,2,1,0,0,0,0,0,0,0,0,4
6398,ΙΔΙΟΚΤΗΣΙΕΣ ΑΝΑ ΤΗΝ ΕΛΛΑΔΑ,2614,Salamina (Argosaronikos islands),Brand Plus Quota,Brand Plus,30,30,504.9,no,Thodoris Mistiloglou,Thodoris Mistiloglou,0,0,agent,3,2,0,0,0,0,0,0,7,0,4
6402,Ιωαννίδης Παναγιώτης,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,30,30,422.4,no,Vassiliki Stamouli,Ioanna Sampani,0,1923,agent,22,14,0,0,0,1,0,0,544,349,0
6404,ΑΝΑΚΑΙΝΙΖΕΙΝ,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Quota,Brand Plus,30,30,330.0,no,Foteini Koutsogianni,Vassia Roga,1425,170,agent,6,3,0,0,0,0,0,0,323,323,4
6407,ΑΝΘΙΟΠΗ ΜΑΡΓΑΡΙΤΗ,3790,Volos (Magnesia),Brand Quota,Brand,30,30,330.0,no,Maria Retsina,Seirina Gkikodima,123,58,agent,19,8,0,0,0,1,0,0,330,330,1
6412,Global Group,3378,Alexandroupoli (Evros),Brand Plus Quota,Brand Plus,400,400,1081.44,no,Sofi Tosouni,Konstantinos Koutsoupas,583,381,agent,348,13,0,0,0,3,1,1,1355,1355,5
6415,REG - REAL ESTATE GREECE,2217,Palaio Faliro (Athens - South),Expert Quota,Expert,550,550,2475.0,no,Marilena Gkikopoulou,Vassia Roga,4187,6961,agent,478,97,1,0,10,22,13,4,4030,2518,14
6417,SMART  GROUP,3823,Kalamata (Messinia),Brand Quota,Brand,30,30,330.0,no,Theodosis Tsiavos,Anastasia Kyprioti,123,47,agent,24,5,0,0,0,2,1,0,184,184,1
6418,ΚΟΝΤΟΣ ΧΡΗΣΤΟΣ,499119,40 Ekklisies - Evaggelistria (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,50,50,763.27,no,Alexandros Zanias,Vassia Roga,1513,1976,agent,43,7,0,0,0,2,2,0,1989,768,3
6419,ANREAL      ANTEL REAL ESTATE,499117,Vardaris - Lahanokipi (Thessaloniki - Municipality),Brand Quota,Brand,30,30,297.0,no,Nikos Kapiniaris,Anastasia Kyprioti,1478,87,agent,30,15,0,0,0,2,0,0,320,135,15
6422,Γ. ΓΚΑΓΚΑΣ,3898,Komotini (Rodopi Prefecture),Expert Quota,Expert,30,30,759.68,no,Maria Retsina,Seirina Gkikodima,3327,454,agent,16,3,1,0,3,1,1,0,717,717,20
6423,Σιώκης Νίκος - Αιχμή,499122,Faliro - Ippokratio (Thessaloniki - Municipality),Developer Quota,Brand,50,0,680.0,no,Maria Retsina,Ioanna Sampani,216,681,developer,39,4,0,0,0,4,2,0,1112,638,3
6430,Μεσιτικά Σοφιανόπουλος,2412,Spata (Athens - East),Brand Quota,Brand,30,30,330.0,no,Christos Koulikis,Konstantinos Koutsoupas,2547,343,agent,16,11,0,0,0,1,0,0,487,328,6
6436,Cushman & Wakefield Proprius,6002,Ampelokipoi - Pentagon (Athens),Expert Quota,Expert,50,50,1122.84,no,Foteini Koutsogianni,Seirina Gkikodima,1,1007,agent,47,20,1,2,41,4,0,0,1409,920,0
6438,Κτηματική Σερρών,3933,Serres (Serres Prefecture),Brand Plus Quota,Brand Plus,30,30,449.0,no,Christos Koulikis,Giorgos Koutsobinas,812,117,agent,28,3,0,0,0,1,1,0,1157,425,14
6443,ΟΜΙΛΟΣ ΒΛΑΧΟΓΙΑΝΝΗ,2111,Marousi (Athens - North),Brand,Brand,0,0,0.0,yes,Filitsa Skoura,Filitsa Skoura,0,2,developer,0,0,0,0,0,0,0,0,0,0,3
6444,ΣΑΝ ΣΤΟ ΣΠΙΤΙ ΣΟΥ,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Quota,Brand,100,100,558.0,no,Marilena Gkikopoulou,Giorgos Koutsobinas,1328,603,agent,86,16,0,0,0,3,1,1,1219,547,3
6454,ΓΙΩΡΓΟΣ ΜΠΟΥΓΙΟΥΡΗΣ &amp; ΥΙΟΙ,2110,Lykovrisi (Athens - North),Developer Quota,Brand,10,0,500.0,no,Nikos Michail,Anastasia Kyprioti,269,329,developer,8,1,0,0,0,1,0,0,500,500,4
6457,ΓΕΝΙΚΗ ΜΕΣΙΤΙΚΗ,2907,Kalamaria (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,35,35,515.32,no,Lambrini Xarchakou,Vassia Roga,1738,1218,agent,35,8,0,0,0,2,1,0,668,500,3
6458,Ανδρέας Λυμπέρης,3218,Navpaktos (Aetolia & Acarnania),Brand Plus Quota,Brand Plus,30,60,501.0,no,Sofi Tosouni,Ioanna Sampani,0,248,agent,32,5,0,0,0,1,1,0,1369,497,0
6459,ΑΝΑΣΤΑΣΙΟΣ Δ. ΝΕΖΗΣ,3654,Korinthos (Corinthia),Expert Quota,Expert,500,500,2246.55,no,Marilena Gkikopoulou,Seirina Gkikodima,282,4642,agent,491,55,1,0,2,11,7,3,3236,2114,1
6460,E-mesitis Real Estate,3301,Patra (Achaia),Expert Quota,Expert,555,650,2099.0,no,Sofi Tosouni,Giorgos Koutsobinas,510,1062,agent,490,29,1,0,2,7,3,2,4524,2003,4
6466,MC-RED  A.E,2203,Vari - Varkiza (Athens - South),Developer Quota,Brand,3,0,480.0,no,Marilena Gkikopoulou,Vassia Roga,16,153,developer,3,1,0,0,0,0,0,0,237,237,1
6467,armaos estate,124183,Tinos (Cyclades),Expert Quota,Expert,250,250,1835.0,no,Marilena Gkikopoulou,Konstantinos Koutsoupas,312,91,agent,186,1,1,0,1,1,1,1,3293,1550,1
6468,Proland realty,2099,Kentro (Athens),Brand Plus Quota,Brand Plus,50,50,686.97,no,Foteini Koutsogianni,Ioanna Sampani,1244,1153,agent,43,27,0,0,0,1,0,0,254,254,5
6474,ΔΟΜΗΣΗ ΝΤΙΒΕΛΟΠΜΕΝΤ,3890,Rethimno (Rethymno Prefecture),Brand Plus Quota,Brand Plus,150,150,1015.15,no,Foteini Koutsogianni,Ioanna Sampani,393,235,agent,117,20,0,0,0,5,4,2,443,392,4
6489,EUROPROPERTY,3494,Chersonisos (Heraklion Prefecture),Brand Plus Quota,Brand Plus,150,150,1068.45,no,Manos Daskalakis,Konstantinos Koutsoupas,258,430,agent,60,12,0,0,0,2,1,1,1329,1025,2
6494,ΚΡΗΤΙΚΑ ΑΚΙΝΗΤΑ,3489,Heraclion Cretes (Heraklion Prefecture),Brand Quota,Brand,30,30,330.0,no,Sofi Tosouni,Thodoris Mistiloglou,396,222,agent,27,2,0,0,0,2,1,0,330,330,5
6498,DERXIS Σύμβουλοι Μηχανικοί - Εκτιμητές Ακινήτων,2910,Panorama (Thessaloniki - Suburbs),Expert Quota,Expert,175,175,0.0,no,Alexandros Zanias,Vassia Roga,2338,2996,agent,160,41,1,0,6,9,4,1,2096,1309,10
6501,REMAX ΕΝ ΟΙΚΩ,2122,Chalandri (Athens - North),Expert Quota,Expert,1100,1100,4029.0,no,Lambrini Xarchakou,Ioanna Sampani,2677,7936,agent,952,136,1,0,12,46,25,6,6528,3965,5
6506,Αφοι Αντωνακοπουλοι Ο.Ε.,2305,Galatsi (Athens - West),Developer Quota,Brand,1,0,50.0,no,Nikos Kapiniaris,Filitsa Skoura,0,10,developer,1,1,0,0,0,0,0,0,118,118,0
6512,Loftland Realty Group,2201,Alimos (Athens - South),Expert Quota,Expert,100,100,1395.38,no,Sofi Tosouni,Konstantinos Koutsoupas,2011,3056,agent,78,41,1,0,4,3,0,0,3645,1334,7
6514,ΑΓΠ ΝΑΖΟΣ IKE ΣΥΜΒΟΥΛΟΙ ΑΚΙΝΗΤΩΝ,2723,Lavrio (Rest of Attica),Brand Plus Quota,Brand Plus,170,170,1110.1,no,Manos Daskalakis,Konstantinos Koutsoupas,284,806,agent,160,18,0,0,0,5,3,2,904,877,2
6521,DDP LTD,388334,Rest of Nicosia (Nicosia),Brand Plus Quota,Brand Plus,30,30,528.0,no,Sofi Tosouni,Filitsa Skoura,981,238,agent,30,14,0,0,0,2,0,0,355,355,5
6522,ΠΡΩΤΟΤΥΠΙΑ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΟΙΚΟΔΟΜΙΚΗ ΕΤΑΙΡΕΙΑ,2906,Thermi (Thessaloniki - Suburbs),Brand,Brand,0,0,0.0,yes,Thodoris Mistiloglou,Thodoris Mistiloglou,0,0,developer,1,1,0,0,0,0,0,0,0,0,0
6526,τολοζης πασχαλης,2909,Neapoli (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,100,100,950.0,no,Alexandros Zanias,Marios Dounias,1512,2736,agent,59,15,0,0,0,3,1,0,2391,875,3
6529,Omega real estate CY ( c-more),330042,Tseri (Nicosia),Brand Plus,Brand Plus,70,70,0.0,yes,Thodoris Mistiloglou,Thodoris Mistiloglou,11,24,agent,21,10,0,0,0,1,0,0,0,0,1
6532,DONTAS REAL ESTATE,2108,Kifissia (Athens - North),Brand Plus Quota,Brand Plus,2250,2250,5733.87,no,Maria Retsina,Seirina Gkikodima,10889,6670,agent,2250,225,0,0,0,74,41,15,34068,5666,67
6536,Αλεξανδρακης Γιωργος,2123,Cholargos (Athens - North),Brand Quota,Brand,30,30,330.0,no,Eirini Tsigonia,Marios Dounias,480,281,agent,17,14,0,0,0,0,0,0,129,129,2
6537,ΣΠΑΝΟΣ  '' ΧΑΤΖΗΓΙΑΝΝΗΣ '',4027,Toroni (Chalkidiki),Brand Quota,Brand,30,30,330.0,no,Konstantinos Koutsoupas,Konstantinos Koutsoupas,639,29,agent,6,1,0,0,0,1,0,0,247,247,2
6545,Οικοεπιλογές,3549,Kavala (Kavala Prefecture),Brand Plus Quota,Brand Plus,300,300,1320.94,no,Alexandros Zanias,Marios Dounias,147,281,agent,278,7,0,0,0,5,2,2,2714,1373,1
6547,Look2Book,2208,Glyfada (Athens - South),Brand Plus Quota,Brand Plus,500,500,1528.3,no,Marilena Gkikopoulou,Seirina Gkikodima,604,4573,agent,282,26,0,0,0,8,7,2,2712,1429,1
6550,HomeSales,2904,Evosmos (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,30,30,475.0,no,Stathis Koutmeridis,Marios Dounias,708,1502,agent,9,8,0,0,0,0,0,0,994,475,1
6551,ΑΦΟΙ ΠΑΠΑΝΑΣΤΑΣΙΟΥ Ο.Ε.,2311,Nea Ionia (Athens - West),Brand,Brand,0,0,0.0,yes,Konstantinos Koutsoupas,Konstantinos Koutsoupas,0,12,developer,2,1,0,0,0,0,0,0,0,0,0
6557,ΣΠΑΝΑΚΟΥ ΚΩΝΣΤΑΝΤΙΝΑ,2300,Agia Varvara (Athens - West),Expert Quota,Expert,30,30,825.0,no,Marilena Gkikopoulou,Anastasia Kyprioti,173,1311,agent,25,13,1,0,10,1,0,0,784,777,3
6563,POREIA REAL ESTATE,2739,Saronida (Rest of Attica),Expert Quota,Expert,800,800,3612.5,no,Maria Retsina,Seirina Gkikodima,440,4896,agent,383,45,1,0,61,19,12,4,1938,1938,7
6566,BROKERS - Housing,3301,Patra (Achaia),Brand Plus Quota,Brand Plus,200,200,1075.0,no,Alexandros Zanias,Giorgos Koutsobinas,334,1522,agent,158,30,0,0,0,5,3,1,1645,1075,1
6567,REAL ESTATE IN CORFU PARADISE,124274,Corfu (Corfu Prefecture),Brand Quota,Brand,30,30,220.0,no,Nikos Kapiniaris,Giorgos Koutsobinas,57,32,agent,7,2,0,0,0,1,0,0,357,282,1
6571,Ραπτης Αποστολος,3788,Artemida (Magnesia),Brand Plus Quota,Brand Plus,250,400,1036.0,no,Maria Retsina,Konstantinos Koutsoupas,1595,316,agent,250,19,0,0,0,10,6,3,4700,1027,7
6576,Μεσιτικό κέντρο Νίκος Ρούκας,3961,Trikala (Trikala Prefecture),Brand Quota,Brand,100,100,502.65,no,Stathis Koutmeridis,Seirina Gkikodima,70,73,agent,99,16,0,0,0,2,1,1,435,435,1
6582,ASPIS REAL ESTATE ΔΡΑΜΑΣ,3343,Drama (Drama Prefecture),Brand Quota,Brand,30,30,297.0,no,Christos Koulikis,Ioanna Katsou,30,52,agent,28,9,0,0,0,2,1,0,276,276,1
6587,Bee Spot,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Quota,Brand,500,500,884.68,no,Stathis Koutmeridis,Ioanna Katsou,1425,851,agent,322,49,0,0,0,21,8,2,1582,873,4
6589,Makrisv,2099,Kentro (Athens),Brand Plus Quota,Brand Plus,30,30,504.84,no,Nikos Kapiniaris,Marios Dounias,2947,1276,agent,0,0,0,0,0,0,0,0,480,480,7
6593,REVA,2906,Thermi (Thessaloniki - Suburbs),Expert Quota,Expert,100,150,1252.0,no,Theodosis Tsiavos,Ioanna Katsou,2181,1509,agent,114,30,0,0,0,5,2,1,1983,1190,5
6594,Παρνασσός Ρεβύθης και Συνεργάτες,3310,Arachova (Boeotia),Expert,Expert,600,600,1529.0,no,Eirini Tsigonia,Vassia Roga,263,27,agent,558,4,0,0,0,3,2,1,1531,1531,2
6596,Alpha Orizon,3829,Messini (Messinia),Brand Plus Quota,Brand Plus,300,300,1220.49,no,Maria Retsina,Filitsa Skoura,0,325,agent,285,32,0,0,0,16,8,1,1215,1215,0
6602,ΜΑCONSTRUCTION AE,2103,Vrilissia (Athens - North),Expert Quota,Expert,30,100,759.0,no,Christos Koulikis,Ioanna Sampani,2378,1240,agent,37,28,0,0,0,0,0,0,910,683,6
6611,Olympic Realty,6008,Historic Center (Athens),Expert Quota,Expert,400,400,1822.0,no,Vassiliki Stamouli,Seirina Gkikodima,4084,3784,agent,86,38,1,0,17,1,1,0,2195,1797,14
6613,EKTASIS REAL ESTATE,3264,Tripoli (Arcadia),Expert Quota,Expert,500,500,2034.68,no,Foteini Koutsogianni,Giorgos Koutsobinas,82,1022,agent,485,38,0,0,0,11,8,1,2150,1972,1
6624,ΔΟΜΗ ΑΚΙΝΗΤΑ,2913,Pylea (Thessaloniki - Suburbs),Expert Quota,Expert,30,30,683.06,no,Nikos Kapiniaris,Filitsa Skoura,2014,1314,agent,16,8,0,0,0,1,0,0,952,698,5
6627,ΧΡΥΣΗ ΤΟΜΗ  ΗΛΙΑΣ ΚΑΨΑΛΗΣ,2309,Kamatero (Athens - West),Brand Quota,Brand,30,30,330.0,no,Stathis Koutmeridis,Ioanna Sampani,1400,209,agent,21,10,0,0,0,1,0,0,1072,330,4
6629,FIT HOME Thessaloniki real estate,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Quota,Brand,30,60,330.0,no,Marilena Gkikopoulou,Konstantinos Koutsoupas,1141,369,agent,22,13,0,0,0,0,0,0,429,338,3
6637,ΜΕΣΙΤΙΚΟ  ΘΕΣΜΟΣ,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,30,30,475.0,no,Nikos Kapiniaris,Ioanna Katsou,1865,2175,agent,25,9,0,0,0,1,1,0,651,502,4
6638,EUROSPACE Real Estate Group,2214,Kaisariani (Athens - South),Brand Quota,Brand,30,30,330.0,no,Maria Retsina,Konstantinos Koutsoupas,2531,414,agent,30,18,0,0,0,1,1,0,396,330,7
6645,Retama Real Estate,6002,Ampelokipoi - Pentagon (Athens),Expert Quota,Expert,1000,1000,4295.97,no,Nikos Michail,Anastasia Kyprioti,2189,8370,agent,918,306,1,0,8,53,17,1,4933,3290,9
6647,Smart Deal Patra,3301,Patra (Achaia),Expert Quota,Expert,1100,1100,4253.23,no,Manos Daskalakis,Stellina Sakkali,2077,1257,agent,754,34,1,0,7,10,7,4,6694,4178,6
6648,meCity,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Quota,Brand,40,40,358.87,no,Theodosis Tsiavos,Ioanna Sampani,1331,201,agent,4,3,0,0,0,0,0,0,722,354,3
6650,Ζηρογιάννη,2409,Pallini (Athens - East),Expert Quota,Expert,2500,2500,9582.26,no,Theodosis Tsiavos,Vassia Roga,6763,10052,agent,2701,247,1,0,30,90,54,24,6692,6692,26
6651,PUBLIC SOUTH REAL ESTATE,2201,Alimos (Athens - South),Brand Quota,Brand,500,500,838.71,no,Maria Retsina,Giorgos Koutsobinas,2731,1095,agent,430,83,0,0,0,33,11,1,999,836,8
6652,EASY REAL ESTATE,2201,Alimos (Athens - South),Brand Quota,Brand,700,700,1136.29,no,Maria Retsina,Giorgos Koutsobinas,2727,1299,agent,684,92,0,0,0,45,25,2,1156,1004,8
6656,Remax-Choice,3552,Orfano (Kavala Prefecture),Expert Quota,Expert,2450,3000,8092.0,no,Lambrini Xarchakou,Konstantinos Koutsoupas,263,1040,agent,2285,69,1,0,23,30,25,13,17761,7876,4
6659,tria3,499115,Center of Thessaloniki (Thessaloniki - Municipality),Expert Quota,Expert,50,50,1123.39,no,Nikos Michail,Anastasia Kyprioti,1375,1011,agent,10,5,0,0,0,0,0,0,1158,1013,2
6661,ΕΣΤΙΑΣΛΑΝΤ,2212,Ilioupoli (Athens - South),Brand Plus,Brand Plus,50,50,0.0,yes,Seirina Gkikodima,Seirina Gkikodima,0,0,agent,16,9,0,0,0,1,0,0,0,0,3
6673,Anatolia Real Estate,2901,Ampelokipoi (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,30,30,505.0,no,Nikos Michail,Ioanna Katsou,971,919,agent,44,16,0,0,0,4,0,0,171,171,4
6678,Μπόμπολας Αντώνης,3898,Komotini (Rodopi Prefecture),Brand Plus Quota,Brand Plus,100,100,949.52,no,Alexandros Zanias,Giorgos Koutsobinas,413,401,agent,46,5,0,0,0,3,2,0,1385,879,3
6679,"ICON - Α. ΤΣΙΑΡΑΣ, N. ΤΣΙΑΡΑ, Δ. ΤΣΙΑΡΑΣ",3734,Larisa (Larissa Prefecture),Developer Quota,Brand,2,0,320.16,no,Sofi Tosouni,Vassia Roga,0,156,developer,1,1,0,0,0,0,0,0,247,247,0
6681,ENTERHOME,2905,Thermaikos (Thessaloniki - Suburbs),Brand Quota,Brand,200,200,686.0,no,Alexandros Zanias,Ioanna Sampani,1143,284,agent,112,17,0,0,0,4,2,1,916,639,3
6688,ΣΑΜΙΑΚΗ ΚΑΤΟΙΚΙΑ ΙΚΕ (SAMOS HOME),124209,Samos (Samos Prefecture),Expert Quota,Expert,200,200,1545.16,no,Foteini Koutsogianni,Marios Dounias,42,108,agent,181,3,0,0,0,1,1,1,1901,1524,1
6691,ΚΥΤΙΝΟΣ ΓΕΩΡΓΙΟΣ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ,3416,Chalkida (Evia),Brand Plus Quota,Brand Plus,30,30,561.29,no,Eirini Tsigonia,Vassia Roga,3233,226,agent,13,3,0,0,0,1,1,0,693,538,8
6695,Μαρια Ευθυμιαδου,6009,Kolonaki - Lykavittos (Athens - Center),Brand Quota,Brand,350,350,797.9,no,Marilena Gkikopoulou,Giorgos Koutsobinas,3687,1325,agent,126,72,0,0,0,5,0,0,938,781,12
6698,ΡΥΘΜΟΔΟΜΗ,2108,Kifissia (Athens - North),Developer Quota,Brand,4,0,280.16,no,Eirini Tsigonia,Konstantinos Koutsoupas,176,200,developer,4,4,0,0,0,0,0,0,221,221,2
6701,CONCEPT HOME,3823,Kalamata (Messinia),Developer Quota,Brand,2,0,211.61,no,Alexandros Zanias,Giorgos Koutsobinas,5,49,developer,2,1,0,0,0,0,0,0,94,94,1
6703,Α. Κριμπά,2111,Marousi (Athens - North),Expert,Expert,150,150,1252.26,no,Foteini Koutsogianni,Thodoris Mistiloglou,388,2221,agent,97,10,1,0,3,3,2,1,3067,1252,1
6706,GET HOUSE REAL ESTATE Κύρκος &amp; Συνεργάτες,3521,Ioannina (Ioannina Prefecture),Brand Plus Quota,Brand Plus,50,50,687.0,no,Theodosis Tsiavos,Thodoris Mistiloglou,416,283,agent,45,15,0,0,0,1,1,0,900,636,7
6730,K-Properties,2123,Cholargos (Athens - North),Brand Plus Quota,Brand Plus,30,30,562.0,no,Marilena Gkikopoulou,Stellina Sakkali,3705,1993,agent,25,12,0,0,0,2,0,0,1057,529,9
6731,ΦΩΤΙΑΔΗΣ ΜΙΧΑΛΗΣ,2906,Thermi (Thessaloniki - Suburbs),Brand Quota,Brand,50,50,419.35,no,Marilena Gkikopoulou,Konstantinos Koutsoupas,922,149,agent,35,3,0,0,0,2,2,0,428,428,3
6732,RES-Real Estate Services,2723,Lavrio (Rest of Attica),Brand Quota,Brand,150,150,562.82,no,Nikos Kapiniaris,Thodoris Mistiloglou,2825,579,agent,125,24,0,0,0,4,3,0,720,456,7
6733,Home time,3462,Veroia (Imathia),Brand Plus Quota,Brand Plus,30,30,476.61,no,Stathis Koutmeridis,Seirina Gkikodima,60,32,agent,28,4,0,0,0,1,1,0,329,329,1
6738,ΑΝΤΙΓΟΝΗ&ΛΥΔΙΑ ΓΡΑΜΜΕΝΟΥ ΟΕ,3496,Igoumenitsa (Thesprotia),Developer Quota,Brand,1,0,50.0,no,Konstantinos Koutsoupas,Konstantinos Koutsoupas,0,1,developer,1,1,0,0,0,0,0,0,5,5,0
6739,MESITIKIN,2906,Thermi (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,50,100,695.68,no,Christos Koulikis,Konstantinos Koutsoupas,1196,918,agent,53,8,0,0,0,2,1,1,1776,691,5
6740,Διβάνης Κωνσταντίνος,3790,Volos (Magnesia),Expert,Expert,400,400,1334.06,no,Vassiliki Stamouli,Marios Dounias,2860,662,agent,287,28,1,0,2,15,9,1,1776,1318,26
6743,ΚΤΗΜΑΤΟΜΕΣΙΤΙΚΟ ΓΡΑΦΕΙΟ ΝΑΞΑΚΗΣ,4050,Chania (Chania Prefecture),Brand Quota,Brand,30,50,263.71,no,Theodosis Tsiavos,Vassia Roga,113,192,agent,27,8,0,0,0,2,1,0,465,292,1
6744,ΝΤΖΙΟΚΑΣ ΛΟΥΚΑΣ - Next Care,6003,Ano Patisia (Athens),Brand Quota,Brand,30,30,297.0,no,Nikos Kapiniaris,Marios Dounias,181,258,agent,9,7,0,0,0,0,0,0,622,297,1
6748,WIND WATER SUN ENERGY IKE,2011,Goudi (Athens),Brand Plus Quota,Brand Plus,30,30,561.0,no,Stellina Sakkali,Stellina Sakkali,60,90,agent,1,1,0,0,0,0,0,0,2,2,4
6751,K L Real Estate,2208,Glyfada (Athens - South),Brand Plus Quota,Brand Plus,250,250,1151.61,no,Maria Retsina,Filitsa Skoura,1282,4160,agent,136,32,0,0,0,8,5,0,1278,1095,5
6761,CLEVER ESTATE GREECE,2115,Neo Psychiko (Athens - North),Brand Plus Quota,Brand Plus,40,40,610.0,no,Lambrini Xarchakou,Ioanna Katsou,389,3155,agent,38,20,0,0,0,2,0,0,1549,558,1
6762,Toptopo Estate,3689,Sikinos (Cyclades),Brand Plus Quota,Brand Plus,100,100,949.5,no,Vassiliki Stamouli,Anastasia Kyprioti,10,24,agent,85,2,0,0,0,2,2,2,1793,871,1
6769,ΙΟΡΔΑΝΟΥ ΜΕΣΙΤΙΚΟ,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,60,80,734.0,no,Christos Koulikis,Ioanna Sampani,793,2122,agent,44,8,0,0,0,1,1,0,2306,725,2
6770,All Weather,2314,Peristeri (Athens - West),Brand Plus,Brand Plus,30,30,0.0,yes,Anastasia Kyprioti,Anastasia Kyprioti,46,46,agent,10,4,0,0,0,1,0,0,0,0,5
6772,Τεχνη και γη,3489,Heraclion Cretes (Heraklion Prefecture),Brand Plus Quota,Brand Plus,500,500,1375.71,no,Nikos Michail,Konstantinos Koutsoupas,200,2886,agent,357,44,0,0,0,9,7,2,1589,1238,1
6773,SOUTH ELEMENT REAL ESTATE,2205,Voula (Athens - South),Expert Quota,Expert,50,50,1122.5,no,Alexandros Zanias,Marios Dounias,154,3818,agent,41,19,1,0,4,3,1,0,1767,1133,1
6779,ROKANAS Real Estate,2202,Argyroupoli (Athens - South),Expert Quota,Expert,1500,1500,6311.48,no,Nikos Kapiniaris,Seirina Gkikodima,3547,14089,agent,1877,163,1,0,17,68,44,18,8393,5571,9
6783,ΕΣΤΙΑΣΙΤΥ,2905,Thermaikos (Thessaloniki - Suburbs),Expert Quota,Expert,50,70,999.84,no,Nikos Michail,Seirina Gkikodima,712,1306,agent,39,8,1,0,42,2,1,0,2729,1000,1
6785,Blue Real Estate,2803,Ano Poli (Thessaloniki - Municipality),Brand Quota,Brand,100,100,559.0,no,Sofi Tosouni,Anastasia Kyprioti,1479,483,agent,55,20,0,0,0,3,1,0,4938,546,5
6789,Easy Properties,3416,Chalkida (Evia),Brand Plus Quota,Brand Plus,250,250,1247.58,no,Manos Daskalakis,Stellina Sakkali,1936,1098,agent,208,23,0,0,0,8,5,2,1245,1107,9
6793,realpromotion.gr,499124,Voulgari - Ntepo - Martiou (Thessaloniki - Municipality),Expert Quota,Expert,200,300,1545.0,no,Marilena Gkikopoulou,Filitsa Skoura,1870,3909,agent,98,27,0,0,0,6,2,0,1794,1545,4
6801,POTAMIANOS Real Estate Group,6009,Kolonaki - Lykavittos (Athens - Center),Brand Quota,Brand Plus,50,100,400.0,no,Nikos Kapiniaris,Marios Dounias,2744,614,agent,55,37,0,0,0,0,0,0,322,322,14
6812,ΜΕΣΙΤΙΚΟ ΝΙΚΟΣ ΜΙΧΑΣ,2715,Kalamos (Rest of Attica),Expert Quota,Expert,30,30,742.78,no,Nikos Michail,Anastasia Kyprioti,82,58,agent,16,1,1,0,5,1,1,0,1219,686,1
