agent_id,agency_name,municipality_id,municipality_fullName,membership,membership_current,quota,quota_current,price,trial,accountManager,secondaryAccountManager,entrustments,search_requests,agent_developer,properties,different_level4_areas_of_properties,has_alerts,searches_without_alert,searches_with_alert,specialty_5,specialty_10,specialty_30,value_12m,membership_12m,lvl2_areas_receive_entrustments
18548,Crisos Group,2201,Alimos (Athens - South),Brand Plus Quota,Brand Plus,30,30,561.0,no,Marilena Gkikopoulou,Konstantinos Koutsoupas,662,1315,agent,10,6,0,0,0,1,0,0,753,531,5
18552,OPENDOOR,2314,Peristeri (Athens - West),Brand Plus Quota,Brand Plus,100,100,241.94,no,Christos Koulikis,Ioanna Katsou,3519,4370,agent,73,37,0,0,0,4,0,0,737,531,10
18554,No Limit Properties,499114,Kastella - Passalimani (Piraeus),Brand Quota,Brand,30,30,330.0,no,Nikos Kapiniaris,Filitsa Skoura,1478,393,agent,5,5,0,0,0,0,0,0,503,330,4
18565,ΑΣΗΜΙΝΑ ΧΑΛΑ,2200,Agios Dimitrios (Athens - South),Brand Quota,Brand,30,30,330.0,no,Theodosis Tsiavos,Giorgos Koutsobinas,0,717,agent,28,14,0,0,0,3,0,0,527,330,0
18575,DAVARIS GROUP REAL ESTATE,2408,Paiania (Athens - East),Brand Quota,Brand,60,60,474.36,no,Giorgos Koutsobinas,Giorgos Koutsobinas,631,27,agent,31,5,0,0,0,2,1,0,77,77,11
18577,Γαγάνης  Σταύρος,3890,Rethimno (Rethymno Prefecture),Brand Plus Quota,Brand Plus,30,30,561.29,no,Eirini Tsigonia,Filitsa Skoura,234,143,agent,30,11,0,0,0,2,0,0,694,545,3
18582,PBS REAL ESTATE,2302,Aigaleo (Athens - West),Brand Plus Quota,Brand Plus,600,600,1654.0,no,Theodosis Tsiavos,Marios Dounias,434,5943,agent,581,99,0,0,0,26,15,4,2024,1303,3
18586,Vesta Properties,2200,Agios Dimitrios (Athens - South),Brand Plus Quota,Brand Plus,50,100,696.77,no,Maria Retsina,Seirina Gkikodima,618,2371,agent,42,26,0,0,0,0,0,0,614,614,2
18587,ΘΥΜΙΑΝΟΣ ΓΕΩΡΓΙΟΣ,4050,Chania (Chania Prefecture),Brand Plus Quota,Brand Plus,100,100,938.4,no,Vassiliki Stamouli,Ioanna Katsou,33,266,agent,81,17,0,0,0,5,3,0,1258,735,1
18589,ΜΕΣΙΤΙΚΟ ΒΑΓΙΑΝΔΕΡΗ,2202,Argyroupoli (Athens - South),Brand Quota,Brand Plus,30,50,330.0,no,Stathis Koutmeridis,Konstantinos Koutsoupas,1211,638,agent,34,27,0,0,0,0,0,0,915,298,6
18597,OPENVIEW - TAILOR MADE BUSINESS APPROACH,2022,Kipseli (Athens),Brand Quota,Brand Plus,30,30,297.0,no,Alexandros Zanias,Ioanna Sampani,0,173,agent,4,4,0,0,0,0,0,0,282,268,0
18599,GEMMA PROPERTIES,2115,Neo Psychiko (Athens - North),Brand Quota,Brand,50,50,445.32,no,Marilena Gkikopoulou,Ioanna Katsou,0,2669,agent,31,24,0,0,0,1,0,0,512,512,0
18602,CG Real Estate,2747,Oropos (Rest of Attica),Brand Quota,Brand,30,30,330.0,no,Alexandros Zanias,Ioanna Katsou,171,97,agent,19,5,0,0,0,1,1,0,330,330,4
18604,GA REAL ESTATE AND CONSTRUCTIONS,3827,Methoni (Messinia),Brand Plus Quota,Brand Plus,50,50,763.26,no,Foteini Koutsogianni,Marios Dounias,148,209,agent,42,8,0,0,0,2,1,0,412,400,2
18607,PROPERTYHUB,2200,Agios Dimitrios (Athens - South),Brand Plus Quota,Brand Plus,30,30,561.81,no,Nikos Michail,Seirina Gkikodima,1592,1532,agent,9,7,0,0,0,0,0,0,954,453,3
18610,ΜΕΤΑ ΕΣΤΕΙΤ,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,30,30,561.0,no,Alexandros Zanias,Seirina Gkikodima,1868,1846,agent,9,4,0,0,0,0,0,0,1279,530,4
18611,ΜΕΣΙΤΙΚΟ ΓΡΑΦΕΙΟ ΜΠΑΣΗΣ,2105,Drossia (Athens - North),Brand Plus Quota,Brand Plus,30,30,528.0,no,Marilena Gkikopoulou,Anastasia Kyprioti,82,245,agent,11,6,0,0,0,0,0,0,468,468,2
18614,SKLiA Real Estate,3237,Kranidi (Argolis),Expert Quota,Expert,40,40,997.58,no,Vassiliki Stamouli,Filitsa Skoura,180,131,agent,39,4,1,0,3,1,1,1,1291,894,1
18616,MIRAYA ESTATE AGENCY,3237,Kranidi (Argolis),Expert Quota,Expert,30,30,825.0,no,Marilena Gkikopoulou,Anastasia Kyprioti,141,44,agent,28,2,0,0,0,2,1,0,1015,761,2
18617,ΚΛΕΙΝΟΝ ΑΣΤΥ,2099,Kentro (Athens),Brand,Brand,30,30,330.0,no,Eirini Tsigonia,Giorgos Koutsobinas,1185,45,agent,0,0,0,0,0,0,0,0,303,303,2
18620,EdipsosRealty,3391,Aidipsos (Evia),Brand Plus Quota,Brand Plus,160,150,961.19,no,Nikos Kapiniaris,Ioanna Katsou,496,120,agent,150,9,0,0,0,5,2,1,1089,839,4
18626,EDINGTON BUSINESS CENTER,6005,Gazi - Metaxourgio - Votanikos (Athens),Developer Quota,Brand,1,0,160.0,no,Manos Daskalakis,Thodoris Mistiloglou,0,69,developer,1,1,0,0,0,0,0,0,135,135,0
18633,NEGOTIATIONS PROPERTIES,2216,Nea Smyrni (Athens - South),Brand Plus Quota,Brand Plus,30,30,509.01,no,Christos Koulikis,Ioanna Katsou,894,2312,agent,13,8,0,0,0,0,0,0,909,526,1
18635,High-Touch Construction,3823,Kalamata (Messinia),Developer Quota,Brand,2,0,220.16,no,Theodosis Tsiavos,Seirina Gkikodima,73,105,developer,2,1,0,0,0,0,0,0,219,219,1
18641,CASANOVA  REAL  ESTATE,3685,Paros (Cyclades),Brand Plus Quota,Brand Plus,30,30,560.97,no,Alexandros Zanias,Vassia Roga,171,139,agent,24,1,0,0,0,1,1,0,520,520,1
18642,Lionbridge,2202,Argyroupoli (Athens - South),Expert Quota,Expert,250,250,1835.0,no,Marilena Gkikopoulou,Seirina Gkikodima,3430,6479,agent,216,66,0,0,0,15,5,0,1847,1488,8
18643,SUPREME REAL ESTATE  LAND  &amp; PROPERTIES,2122,Chalandri (Athens - North),Brand Plus Quota,Brand Plus,1000,1000,2767.74,no,Theodosis Tsiavos,Konstantinos Koutsoupas,247,4014,agent,995,62,0,0,0,26,20,12,2491,2271,1
18645,CASA VENTA REAL ESTATE,2025,Patision - Acharnon (Athens),Brand Quota,Brand,30,30,296.77,no,Theodosis Tsiavos,Giorgos Koutsobinas,1774,966,agent,25,15,0,0,0,1,0,0,478,324,5
18650,ΤΕΧΝΙΚΟ-ΜΕΣΙΤΙΚΟ ΓΡΑΦΕΙΟ ΚΑΛΛΙΤΣΟΥΝΑΚΗΣ ΑΕΤΟΣ,3890,Rethimno (Rethymno Prefecture),Brand Plus Quota,Brand Plus,30,30,528.45,no,Maria Retsina,Seirina Gkikodima,11,29,agent,2,1,0,0,0,0,0,0,724,422,1
18655,URBAN HABITAT,2099,Kentro (Athens),Brand Plus Quota,Brand Plus,30,30,561.29,no,Eirini Tsigonia,Ioanna Katsou,226,1763,agent,30,10,0,0,0,3,0,0,667,529,2
18657,BLUE SKY GR Ι.Κ.Ε.,3521,Ioannina (Ioannina Prefecture),Expert Quota,Expert,45,45,1007.26,no,Nikos Kapiniaris,Marios Dounias,3420,1784,agent,42,18,1,0,1,3,0,0,923,834,15
18660,NEGAS REAL ESTATE,2208,Glyfada (Athens - South),Expert Quota,Expert,170,170,1263.16,no,Stathis Koutmeridis,Vassia Roga,1532,1932,agent,121,29,1,0,4,7,5,0,1571,780,3
18661,Plan and Project,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,30,30,476.45,no,Vassiliki Stamouli,Seirina Gkikodima,1725,1079,agent,23,15,0,0,0,0,0,0,971,418,5
18676,Vanguard and Trust Properties,2022,Kipseli (Athens),Brand Plus Quota,Brand Plus,30,30,561.0,no,Foteini Koutsogianni,Konstantinos Koutsoupas,2750,2039,agent,21,8,0,0,0,1,1,0,1074,497,7
18680,Keystone Property Services,124274,Corfu (Corfu Prefecture),Brand Plus Quota,Brand Plus,30,30,528.23,no,Nikos Michail,Giorgos Koutsobinas,69,135,agent,13,3,0,0,0,1,1,0,388,373,1
18683,Κτίσμα,3884,Geropotamos (Rethymno Prefecture),Expert Quota,Expert,30,30,607.02,no,Alexandros Zanias,Ioanna Katsou,1,32,agent,10,2,1,0,6,1,0,0,850,536,0
18687,Home365gr,499115,Center of Thessaloniki (Thessaloniki - Municipality),Expert Quota,Expert,40,40,800.0,no,Manos Daskalakis,Ioanna Katsou,2860,1571,agent,28,18,1,0,13,1,0,0,704,490,12
18690,Chania Prime,4050,Chania (Chania Prefecture),Brand Quota,Brand,30,30,330.65,no,Foteini Koutsogianni,Seirina Gkikodima,53,13,agent,12,5,0,0,0,1,0,0,158,158,1
18701,PLUS REAL ESTATE,3898,Komotini (Rodopi Prefecture),Brand Plus Quota,Brand Plus,30,30,561.0,no,Foteini Koutsogianni,Ioanna Sampani,0,12,agent,5,2,0,0,0,0,0,0,299,298,0
18704,Thyta real estate,2906,Thermi (Thessaloniki - Suburbs),Brand Quota,Brand,30,100,330.0,no,Nikos Kapiniaris,Konstantinos Koutsoupas,1331,517,agent,46,23,0,0,0,1,0,0,357,297,7
18709,JC Properties,499110,Piraiki - Chatzikyriakio (Piraeus),Brand Plus Quota,Brand Plus,30,30,561.29,no,Sofi Tosouni,Thodoris Mistiloglou,857,1165,agent,12,7,0,0,0,0,0,0,778,528,6
18720,Status properties,124173,Santorini (Cyclades),Brand Plus Quota,Brand Plus,30,70,475.2,no,Christos Koulikis,Ioanna Sampani,0,1327,agent,61,17,0,0,0,3,2,0,968,412,0
18730,BITSIMIS REAL HOMES - Ιωάννης Μπιτσίμης Μεσιτικές υπηρεσίες,499117,Vardaris - Lahanokipi (Thessaloniki - Municipality),Brand Plus Quota,Expert,300,300,1098.44,no,Nikos Kapiniaris,Marios Dounias,1652,2209,agent,233,36,0,0,0,10,10,1,1320,1010,4
18734,LEADERGROUP GR,2217,Palaio Faliro (Athens - South),Expert Quota,Expert,30,30,743.0,no,Nikos Kapiniaris,Ioanna Sampani,314,2699,agent,25,21,1,0,6,0,0,0,836,547,2
18740,KALLAS Development,6009,Kolonaki - Lykavittos (Athens - Center),Developer Quota,Brand,5,0,800.0,no,Alexandros Zanias,Anastasia Kyprioti,0,470,developer,5,2,0,0,0,0,0,0,1075,1075,0
18742,AXIA REAL ESTATE,3682,Naxos (Cyclades),Brand Plus Quota,Brand Plus,50,50,763.0,no,Marilena Gkikopoulou,Anastasia Kyprioti,136,306,agent,44,8,0,0,0,2,1,1,792,557,3
18745,Ergon Real Estate,4019,Kassandra (Chalkidiki),Brand Plus Quota,Brand Plus,50,50,687.0,no,Nikos Kapiniaris,Stellina Sakkali,102,307,agent,44,3,0,0,0,2,1,1,632,501,1
18752,ΑΛΕΞΑΝΔΡΟΣ_ΓΕΡΟΥΣΗΣ,6009,Kolonaki - Lykavittos (Athens - Center),Developer Quota,Brand,1,0,50.0,no,Vassiliki Stamouli,Marios Dounias,0,379,developer,1,1,0,0,0,0,0,0,50,50,0
18755,West Peloponnese Real Estate,3444,Zacharo (Ilia),Brand Plus,Brand Plus,30,30,475.2,no,Sofi Tosouni,Ioanna Sampani,0,39,agent,5,2,0,0,0,0,0,0,451,451,0
18758,MIG KATASKEVASTIKI,3734,Larisa (Larissa Prefecture),Developer Quota,Brand,3,0,530.0,no,Maria Retsina,Thodoris Mistiloglou,0,185,developer,6,1,0,0,0,1,0,0,493,493,0
18770,DOMUS DREAM,2118,Pefki (Athens - North),Brand Plus Quota,Brand Plus,60,60,805.65,no,Nikos Michail,Ioanna Katsou,278,2337,agent,51,22,0,0,0,3,0,0,766,521,4
18775,KALAMON HOMES,330020,Larnaca (center) (Larnaca),Developer Quota,Brand,10,0,1617.0,no,Nikos Michail,Ioanna Sampani,0,25,developer,11,1,0,0,0,1,1,0,1445,1445,0
18780,ΑΡΤΕΜΙΣ,499115,Center of Thessaloniki (Thessaloniki - Municipality),Expert Quota,Expert,30,30,759.0,no,Christos Koulikis,Filitsa Skoura,0,772,agent,10,9,1,0,2,0,0,0,978,546,0
18781,www.greek-realty.com,2216,Nea Smyrni (Athens - South),Brand Quota,Brand Plus,30,30,297.32,no,Sofi Tosouni,Ioanna Sampani,0,303,agent,21,14,0,0,0,0,0,0,233,233,0
18785,HomeMe,2108,Kifissia (Athens - North),Brand Quota,Brand,30,30,330.0,no,Theodosis Tsiavos,Thodoris Mistiloglou,197,76,agent,5,2,0,0,0,0,0,0,237,165,1
18793,HABITO - REAL ESTATE.GR,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,30,50,528.23,no,Maria Retsina,Marios Dounias,1380,1663,agent,28,14,0,0,0,2,0,0,496,496,2
18795,Τσακνάκης Κατασκευαστική,499123,Analipsi - Mpotsari - Nea Paralia (Thessaloniki - Municipality),Developer Quota,Brand,3,0,320.0,no,Theodosis Tsiavos,Giorgos Koutsobinas,0,378,developer,1,1,0,0,0,0,0,0,287,287,0
18799,Μεσιτικό γραφείο Escape Home And Land,3237,Kranidi (Argolis),Expert Quota,Expert,60,60,1007.0,no,Manos Daskalakis,,144,304,agent,55,6,1,0,8,3,1,1,2167,781,3
18803,GR REALTY,2314,Peristeri (Athens - West),Brand Plus,Brand Plus,30,30,330.0,no,Alexandros Zanias,Giorgos Koutsobinas,0,577,agent,23,13,0,0,0,0,0,0,642,302,0
18804,LST &amp; PARTNERS,3549,Kavala (Kavala Prefecture),Developer Quota,Brand,1,0,160.0,no,Marilena Gkikopoulou,Vassia Roga,0,40,developer,1,1,0,0,0,0,0,0,160,160,0
18805,KALAMATA PROPERTIES,3823,Kalamata (Messinia),Brand Plus Quota,Brand Plus,30,60,475.0,no,Maria Retsina,Thodoris Mistiloglou,1528,614,agent,29,10,0,0,0,1,1,0,721,424,5
18806,Aλμυρός Κατασκευαστική ΙΚΕ,4050,Chania (Chania Prefecture),Brand Plus Quota,Brand Plus,30,30,561.0,no,Nikos Michail,Giorgos Koutsobinas,208,72,agent,17,5,0,0,0,1,1,0,528,528,2
18807,Δ & Θ ΒΑΣΙΛΟΠΟΥΛΟΣ ΕΕ,3823,Kalamata (Messinia),Developer Quota,Brand,3,0,213.23,no,Ioanna Sampani,Ioanna Sampani,0,31,developer,3,1,0,0,0,0,0,0,37,37,0
18808,FORMULA CONSTRUCTIONS,2906,Thermi (Thessaloniki - Suburbs),Developer Quota,Brand,4,0,550.0,no,Sofi Tosouni,Konstantinos Koutsoupas,22,220,developer,4,1,0,0,0,0,0,0,516,516,1
18810,BUILDING UP,3416,Chalkida (Evia),Expert Quota,Expert,150,300,1188.72,no,Christos Koulikis,Konstantinos Koutsoupas,177,1006,agent,147,21,1,0,11,7,2,2,1814,1104,3
18829,ΜΑΧΣΙΜ REAL ESTATE SOLUTIONS,6004,Attiki (Athens),Brand Quota,Brand,30,30,280.5,no,Theodosis Tsiavos,Ioanna Katsou,330,182,agent,21,17,0,0,0,0,0,0,94,94,3
18830,Realestate-Olympus,3861,Easts Olimpos (Pieria Prefecture),Brand Quota,Brand,30,30,264.0,no,Alexandros Zanias,Vassia Roga,83,13,agent,9,2,0,0,0,1,0,0,110,110,1
18834,Bien.gr,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand,Brand,0,0,50.0,no,Christos Koulikis,Anastasia Kyprioti,0,406,developer,1,1,0,0,0,0,0,0,46,46,0
18835,Dedalos Properties,2101,Agia Paraskevi (Athens - North),Brand Quota,Brand,30,30,330.0,no,Manos Daskalakis,Vassia Roga,601,312,agent,11,7,0,0,0,0,0,0,351,196,3
18838,Κατσιφάρας Αλέξανδρος,3301,Patra (Achaia),Brand Plus Quota,Brand Plus,30,30,561.29,no,Sofi Tosouni,Ioanna Sampani,332,825,agent,11,1,0,0,0,1,1,0,528,528,1
18846,ΚΥΡΙΑΚΟΥ ΧΡΥΣΗ,499122,Faliro - Ippokratio (Thessaloniki - Municipality),Brand Quota,Brand,30,30,330.0,no,Vassiliki Stamouli,Konstantinos Koutsoupas,325,158,agent,10,7,0,0,0,0,0,0,255,210,1
18847,Green Bricks,6002,Ampelokipoi - Pentagon (Athens),Brand Quota,Brand Plus,30,30,330.75,no,Alexandros Zanias,Giorgos Koutsobinas,1458,511,agent,30,19,0,0,0,1,0,0,552,292,4
18851,KNOSOS REAL ESTATE,3489,Heraclion Cretes (Heraklion Prefecture),Brand Plus Quota,Expert,30,30,528.0,no,Eirini Tsigonia,Ioanna Katsou,200,178,agent,27,8,0,0,0,2,1,0,843,491,1
18854,ΙΩΑΝΝΗΣ ΧΑΡ.ΚΑΛΥΒΑΣ,3823,Kalamata (Messinia),Expert Quota,Expert,30,50,621.6,no,Vassiliki Stamouli,Anastasia Kyprioti,1444,2083,agent,24,16,1,0,6,1,0,0,1407,499,3
18855,Μεσιτικό ΚΕΡΑΜΙΔΙ,2909,Neapoli (Thessaloniki - Suburbs),Expert Quota,Expert,230,500,1414.02,no,Christos Koulikis,Seirina Gkikodima,1823,2546,agent,271,54,1,0,9,18,9,0,1942,1234,4
18858,Dora Estate,3378,Alexandroupoli (Evros),Brand Plus Quota,Brand Plus,30,30,561.0,no,Ioanna Katsou,Ioanna Katsou,2,8,agent,3,1,0,0,0,0,0,0,9,9,1
18859,Selling Evia,3409,Marmari (Evia),Expert Quota,Expert,30,30,617.9,no,Alexandros Zanias,Thodoris Mistiloglou,0,60,agent,18,7,0,0,0,1,0,0,571,511,0
18866,ARES HOME,499112,Center - Port (Piraeus),Brand Plus Quota,Brand Plus,50,200,627.03,no,Eirini Tsigonia,Thodoris Mistiloglou,140,2732,agent,108,29,0,0,0,5,4,0,737,526,2
18873,SPITI BROKER,2122,Chalandri (Athens - North),Brand Quota,Brand,30,30,330.0,no,Marilena Gkikopoulou,Ioanna Katsou,0,467,agent,11,10,0,0,0,0,0,0,313,313,0
18874,EDMA ΜΟΝ.Ι.Κ.Ε.,2906,Thermi (Thessaloniki - Suburbs),Expert Quota,Expert,150,200,1358.34,no,Stathis Koutmeridis,Konstantinos Koutsoupas,1528,1130,agent,125,20,1,0,0,5,4,1,6065,1139,4
18875,ΜΑΛΛΗΣ ΑΛΕΞΑΝΔΡΟΣ,6010,Kolonos - Kolokynthous (Athens - Center),Brand Quota,Brand,30,30,330.0,no,Sofi Tosouni,Thodoris Mistiloglou,1787,150,agent,0,0,0,0,0,0,0,0,282,282,3
18876,empire diamond realty,2216,Nea Smyrni (Athens - South),Brand Quota,Brand,30,30,330.65,no,Sofi Tosouni,Anastasia Kyprioti,2173,728,agent,22,18,0,0,0,0,0,0,426,282,5
18879,YK CROWN MON IKE,6004,Attiki (Athens),Developer Quota,Brand,50,0,680.65,no,Christos Koulikis,Seirina Gkikodima,0,1217,developer,14,5,0,0,0,1,0,0,827,549,0
18880,ΓΡΥΠΑΡΗΣ Δ.,2217,Palaio Faliro (Athens - South),Brand Plus Quota,Brand Plus,40,100,557.0,no,Sofi Tosouni,Ioanna Katsou,2819,3052,agent,112,45,0,0,0,8,3,0,559,480,12
18881,Kolaris Group,2823,Charilaou (Thessaloniki - Municipality),Brand Quota,Brand Plus,30,30,330.0,no,Vassiliki Stamouli,Stellina Sakkali,0,622,agent,27,18,0,0,0,0,0,0,577,289,0
18884,Ι.ΑΝΤΩΝΙΑΔΗΣ,499122,Faliro - Ippokratio (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,40,40,504.9,no,Marios Dounias,Marios Dounias,370,640,agent,15,8,0,0,0,1,0,0,101,55,2
18885,ANDIE WINGS Μ.ΕΠΕ,2108,Kifissia (Athens - North),Expert Quota,Expert,120,120,1262.06,no,Stathis Koutmeridis,Ioanna Sampani,1,3985,agent,35,24,0,0,0,2,0,0,2847,1059,0
18887,Epilisis group,499122,Faliro - Ippokratio (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,40,70,618.55,no,Sofi Tosouni,Konstantinos Koutsoupas,1507,2060,agent,59,11,0,0,0,5,1,0,522,522,3
18896,Gold Properties,2215,Kalithea (Athens - South),Brand Quota,Brand Plus,150,150,614.3,no,Maria Retsina,Filitsa Skoura,1537,791,agent,82,46,0,0,0,3,1,0,1446,566,9
18903,ΧΑΛΟΥΛΗΣ Real Estate,3734,Larisa (Larissa Prefecture),Brand Plus Quota,Brand Plus,120,120,949.62,no,Manos Daskalakis,Ioanna Sampani,576,487,agent,98,7,0,0,0,1,1,1,4665,758,5
18924,proper,2099,Kentro (Athens),Brand Quota,Brand,30,30,330.0,no,Alexandros Zanias,Thodoris Mistiloglou,0,461,agent,21,13,0,0,0,1,0,0,317,257,0
18932,Αγριτης Αναστασιος,3769,Lesvos - Mitilini (Lesvos Prefecture),Brand Quota,Brand,100,100,558.5,no,Marilena Gkikopoulou,Konstantinos Koutsoupas,13,44,agent,90,7,0,0,0,3,2,1,170,170,1
18936,ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΤΡΑΠΕΖΑ ΗΠΕΙΡΟΥ,3521,Ioannina (Ioannina Prefecture),Brand Plus Quota,Brand Plus,30,30,528.0,no,Sofi Tosouni,Vassia Roga,0,25,agent,4,4,0,0,0,0,0,0,446,446,0
18940,ΕΥΘΥΜΙΟΣ ΒΕΛΕΡΗΣ,6012,Mets - Kalimarmaro (Athens),Brand Plus Quota,Brand Plus,30,30,475.2,no,Vassiliki Stamouli,Ioanna Sampani,0,856,agent,15,5,0,0,0,1,0,0,708,424,0
18942,GEORGIADOU REAL ESTATE GROUP,2909,Neapoli (Thessaloniki - Suburbs),Expert Quota,Expert,100,200,1201.81,no,Christos Koulikis,Konstantinos Koutsoupas,239,2118,agent,95,19,1,0,12,9,3,0,1219,947,1
18955,SVI DEVELOPMENT,499115,Center of Thessaloniki (Thessaloniki - Municipality),Developer Quota,Brand,10,0,910.0,no,Christos Koulikis,Marios Dounias,352,302,developer,2,2,0,0,0,0,0,0,816,816,4
18956,ΘΕΡΜΑΪΚΟΣ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ,2906,Thermi (Thessaloniki - Suburbs),Developer Quota,Brand,1,0,160.0,no,Alexandros Zanias,Vassia Roga,0,213,developer,1,1,0,0,0,0,0,0,137,137,0
18957,QUADRUM,2215,Kalithea (Athens - South),Brand Plus Quota,Brand Plus,50,60,626.11,no,Christos Koulikis,Marios Dounias,478,3253,agent,55,26,0,0,0,1,1,0,1243,525,3
18958,Realten,2906,Thermi (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,150,150,827.4,no,Christos Koulikis,Marios Dounias,509,1072,agent,56,19,0,0,0,2,2,0,383,311,4
18961,REALEZE,2113,Nea Erithraia (Athens - North),Brand Plus Quota,Brand Plus,80,150,781.27,no,Nikos Kapiniaris,Giorgos Koutsobinas,1615,4380,agent,79,39,0,0,0,4,0,0,1190,656,5
18962,Maxvalue,3301,Patra (Achaia),Brand Plus Quota,Brand Plus,30,30,528.0,no,Vassiliki Stamouli,Stellina Sakkali,311,661,agent,28,6,0,0,0,1,1,0,630,405,1
18964,The Student Housing Agency,499115,Center of Thessaloniki (Thessaloniki - Municipality),Developer Quota,Brand,1,0,50.0,no,Alexandros Zanias,Giorgos Koutsobinas,108,363,developer,1,1,0,0,0,0,0,0,32,32,1
18986,ΜΟΥΡΤΖΟΥΧΟΣ REAL ESTATE,3285,Aigio (Achaia),Brand Plus Quota,Brand Plus,100,100,732.84,no,Maria Retsina,Vassia Roga,345,75,agent,89,10,0,0,0,3,2,1,882,502,5
18989,ΒΟΥΛΓΑΡΗΣ ΧΡΗΣΤΟΣ,4010,Itea (Fokida),Developer Quota,Brand,3,0,210.0,no,Theodosis Tsiavos,Konstantinos Koutsoupas,0,2,developer,3,1,0,0,0,0,0,0,74,74,0
18996,ΛΙΝΠΡΟ,2407,Nea Makri (Athens - East),Brand Plus Quota,Brand Plus,100,100,856.96,no,Christos Koulikis,Thodoris Mistiloglou,58,1239,agent,84,16,0,0,0,5,2,1,784,634,2
19003,YAZBEK REAL ESTATE,2217,Palaio Faliro (Athens - South),Brand Plus,Brand Plus,30,30,475.0,no,Vassiliki Stamouli,Thodoris Mistiloglou,1904,1353,agent,20,8,0,0,0,1,0,0,467,437,4
19004,EUROONE,2403,Glika Nera (Athens - East),Brand Plus Quota,Brand Plus,30,50,528.45,no,Maria Retsina,Seirina Gkikodima,2763,361,agent,14,5,0,0,0,1,0,0,697,406,7
19007,ΟΙΚΟΣΤΕΓΗ ΜΕΣΙΤΙΚΟ,2302,Aigaleo (Athens - West),Brand Quota,Brand,30,30,330.0,no,Foteini Koutsogianni,Anastasia Kyprioti,0,632,agent,7,4,0,0,0,0,0,0,256,256,0
19009,DK INVEST IKE,2914,Stavroupoli (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,30,30,475.0,no,Vassiliki Stamouli,Anastasia Kyprioti,1224,70,agent,4,3,0,0,0,0,0,0,347,347,3
19013,Pangea Property,2914,Stavroupoli (Thessaloniki - Suburbs),Expert Quota,Expert,60,60,913.48,no,Manos Daskalakis,Seirina Gkikodima,1720,1721,agent,31,17,0,0,0,1,0,0,2431,731,4
19015,KA.ZA.properties,2914,Stavroupoli (Thessaloniki - Suburbs),Expert Quota,Expert,450,500,1462.9,no,Nikos Kapiniaris,Giorgos Koutsobinas,1384,3274,agent,458,55,1,0,16,24,14,2,1160,1145,4
19016,ΑΙΜΙΛΙΑ ΚΑΛΑΘΑΚΗ,2412,Spata (Athens - East),Brand Quota,Brand,30,30,330.0,no,Alexandros Zanias,Konstantinos Koutsoupas,592,125,agent,3,3,0,0,0,0,0,0,138,111,3
19023,Meintanis Real Estate,3414,Stira (Evia),Brand Plus Quota,Brand Plus,100,110,696.7,no,Nikos Michail,Ioanna Sampani,0,12,agent,97,3,0,0,0,3,2,1,613,613,0
19028,ΠΑΡΘΕΝΗΣ ΣΩΤΗΡΗΣ Ε.Ε,3961,Trikala (Trikala Prefecture),Brand,Brand,0,0,320.0,no,Christos Koulikis,Ioanna Katsou,0,38,developer,3,1,0,0,0,0,0,0,293,293,0
19029,oikovia Immobilien,5023,Munich (Bavaria),Brand Plus Quota,Brand Plus,30,30,528.0,no,Maria Retsina,Filitsa Skoura,3141,786,agent,30,18,0,0,0,1,0,0,591,400,21
19031,Marazotis Real Estate,2015,Ilisia (Athens),Expert Quota,Expert,30,30,759.0,no,Vassiliki Stamouli,Ioanna Sampani,325,2398,agent,18,14,1,0,8,0,0,0,1711,577,2
19034,CHALKIDIKI REALTY,2918,Oreokastro (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,30,30,475.23,no,Alexandros Zanias,Marios Dounias,365,317,agent,28,5,0,0,0,1,1,0,739,412,2
19038,Southrock Asset Management,2215,Kalithea (Athens - South),Expert,Expert,100,100,784.0,no,Stathis Koutmeridis,Ioanna Katsou,0,727,agent,20,17,0,0,0,0,0,0,1874,719,0
19052,ΚΕΛΕΣΙΔΟΥ ΒΕΡΟΝΙΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ,2216,Nea Smyrni (Athens - South),Expert Quota,Expert,100,150,836.57,no,Nikos Kapiniaris,Konstantinos Koutsoupas,2316,1201,agent,145,49,1,0,36,8,1,0,796,712,9
19054,mshome,499124,Voulgari - Ntepo - Martiou (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,30,30,528.23,no,Sofi Tosouni,Filitsa Skoura,512,1172,agent,10,7,0,0,0,0,0,0,400,400,1
